type,space,price,area_price,address,metro,time_to_metro,date,source
3-к. квартира,73,8 100 000₽,109608²,"пр-т Народного Ополчения, 205",Проспект Ветеранов,от 31 мин.,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_739_m_25_et._7946785959?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,25,7 600 000₽,300395²,"пр-т Коменданский, д. 71, корп. 2",Комендантский проспект,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_253_m_612_et._7865536906?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,62,9 900 000₽,157895²,"Муринская дорога, 74к1",Девяткино,21–30 мин.,31 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_627_m_1717_et._7560249140?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,20,4 319 999₽,207692²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_208_m_112_et._7820161754?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,36 м²,8 500 000₽,236111²,"Российский пр-т, 14",Проспект Большевиков,11–15 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_36_m_1016_et._7908253029?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,46,17 316 000₽,370000²,"Большой Сампсониевский пр-т, 77/7",Лесная,6–10 мин.,20 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_468_m_26_et._7737180493?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,30,6 500 000₽,213115²,"пр-т Науки, 14к1",Академическая,6–10 мин.,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_305_m_79_et._7888944109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
3-к. квартира,62,12 000 000₽,192926²,,,,2 часа назад,https://www.avito.ru/sankt-peterburg_zelenogorsk/kvartiry/3-k._kvartira_622_m_13_et._7890731316?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,19,6 500 000₽,340314²,"ул. Тюшина, 24",Обводный канал,6–10 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_191_m_36_et._8045331999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,38 м²,10 925 620₽,287516²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_418_et._7534007219?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,58,9 980 000₽,171478²,"Новочеркасский пр-т, 59к1",Новочеркасская,11–15 мин.,1 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_582_m_25_et._7801239262?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
